 -7.4171153E-06  -6.194695      -11.20002      -14.60675      -16.00000    
  -15.06849      -11.76470      -6.461535      8.0531090E-06   6.461550    
   11.76471       15.06849       16.00000       14.60674       11.19999    
   6.194667     -2.4795321E-05   6.194682     -5.6787294E-06  -5.352952    
  -9.459466      -11.84616      -12.06897      -9.905656      -5.599991    
  6.1656619E-06   5.600002       9.905662       12.06897       11.84615    
   9.459452       5.352931     -1.8983919E-05  -6.194709       11.19999    
   5.352942     -4.1721273E-06  -4.508199      -7.692310      -9.000001    
  -8.000000      -4.729728      4.5298739E-06   4.729735       8.000003    
   8.999998       7.692301       4.508184     -1.3947367E-05  -5.352946    
  -11.20001       14.60673       9.459448       4.508192     -2.8973109E-06
  -3.658539      -5.882354      -6.034482      -3.846152      3.1457457E-06
   3.846156       6.034482       5.882349       3.658529     -9.6856720E-06
  -4.508206      -9.459462      -14.60675       16.00000       11.84615    
   7.692306       3.658527     -1.8542788E-06  -2.800004      -4.000001    
  -2.941175      2.0132773E-06   2.941178       4.000000       2.799999    
 -6.1988303E-06  -3.658544      -7.692315      -11.84615      -16.00000    
   15.06849       12.06896       8.999997       5.882351       2.799997    
 -1.0430318E-06  -1.923077      -2.000000      1.1324685E-06   2.000001    
   1.923075     -3.4868417E-06  -2.800003      -5.882356      -9.000000    
  -12.06897      -15.06849       11.76471       9.905663       8.000001    
   6.034483       3.999999       1.923076     -4.6356971E-07  -1.000000    
  5.0331931E-07  0.9999999     -1.5497076E-06  -1.923079      -4.000000    
  -6.034482      -7.999999      -9.905657      -11.76470       6.461553    
   5.600005       4.729731       3.846157       2.941178       2.000000    
  0.9999998     -1.1589243E-07  1.2582983E-07 -3.8742689E-07  -1.000000    
  -2.000000      -2.941175      -3.846151      -4.729727      -5.599994    
  -6.461533     -6.3599362E-07 -4.8693261E-07 -3.5774642E-07 -2.4843501E-07
 -1.5899840E-07 -8.9436604E-08 -3.9749601E-08 -9.9374002E-09  0.0000000E+00
  6.2914914E-08  2.5165966E-07  5.6623423E-07  1.0066386E-06  1.5728729E-06
