  2.2649369E-06  3.0828310E-06  4.0265545E-06  -6.461532      -5.599989    
  -4.729720      -3.846150      -2.941175      -1.999999      -1.000000    
 -2.4172226E-07  2.5165966E-07  3.6426158E-08   1.000000       2.000000    
   2.941176       3.846153       4.729730       5.599999       6.461540    
  -11.76470      -9.905654      -7.999997      -6.034482      -4.000001    
  -1.923080     -9.6688905E-07  0.9999994      1.0066386E-06  -1.000000    
  1.4570463E-07   1.923077       4.000000       6.034482       8.000001    
   9.905660       11.76470      -15.06849      -12.06897      -9.000002    
  -5.882359      -2.800005     -2.1755002E-06   1.923074       2.000001    
  2.2649369E-06  -2.000000      -1.923077      3.2783541E-07   2.800000    
   5.882352       9.000000       12.06897       15.06849      -16.00001    
  -11.84616      -7.692319      -3.658541     -3.8675562E-06   2.799992    
   3.999998       2.941181      4.0265545E-06  -2.941176      -4.000000    
  -2.800000      5.8281853E-07   3.658537       7.692308       11.84615    
   16.00000      -14.60676      -9.459470      -4.508214     -6.0430566E-06
   3.658532       5.882347       6.034483       3.846155      6.2914914E-06
  -3.846154      -6.034482      -5.882352      -3.658536      9.1065397E-07
   4.508196       9.459461       14.60674      -11.20002      -5.352973    
 -8.7020007E-06   4.508177       7.692296       8.999994       8.000004    
   4.729739      9.0597478E-06  -4.729730      -8.000000      -9.000000    
  -7.692307      -4.508197      1.3113416E-06   5.352940       11.20000    
  -6.194723     -1.1844391E-05   5.352921       9.459433       11.84615    
   12.06896       9.905669       5.600016      1.2331324E-05  -5.600000    
  -9.905661      -12.06897      -11.84615      -9.459458      -5.352941    
  1.7848819E-06   6.194690     -1.5470225E-05   6.194653       11.19997    
   14.60672       15.99999       15.06850       11.76472       6.461545    
  1.6106218E-05  -6.461538      -11.76471      -15.06849      -16.00000    
  -14.60674      -11.20000      -6.194692      2.3312741E-06   26.66667    
   22.71202       17.56666       11.42087       4.666657      -2.057661    
  -7.892163      -11.90064      -13.33333      -11.90063      -7.892149    
  -2.057643       4.666676       11.42088       17.56667       22.71203    
   26.66667       22.71202       20.41667       16.87990       12.17342    
   6.560883      0.5890704      -4.878154      -8.783339      -10.20833    
  -8.783332      -4.878142      0.5890850       6.560897       12.17343    
   16.87991       20.41667       22.71202       17.56667       16.87990    
   15.00000       11.88183       7.628203       2.624994      -2.333335    
  -6.086714      -7.500000      -6.086708      -2.333326       2.625005    
   7.628212       11.88184       15.00000       16.87990       17.56666    
   11.42089       12.17343       11.88183       10.41667       7.718495    
   3.946076     -0.2945463      -3.814105      -5.208333      -3.814100    
 -0.2945390       3.946084       7.718500       10.41667       11.88183    
   12.17342       11.42087       4.666681       6.560913       7.628207    
   7.718501       6.666667       4.391664       1.166664      -1.973041    
  -3.333333      -1.973037       1.166669       4.391668       6.666667    
   7.718493       7.628198       6.560898       4.666662      -2.057638    
  0.5890887       2.625008       3.946080       4.391668       3.750000    
   1.907051     -0.5833338      -1.875000     -0.5833315       1.907053    
   3.750000       4.391665       3.946073       2.624997      0.5890741    
  -2.057657      -7.892146      -4.878139      -2.333331     -0.2945372    
   1.166670       1.907052       1.666667      0.2916661     -0.8333333    
  0.2916673       1.666667       1.907049       1.166665     -0.2945445    
  -2.333337      -4.878151      -7.892166      -11.90063      -8.783330    
  -6.086711      -3.814099      -1.973036     -0.5833328      0.2916676    
  0.4166667     -0.2083333      0.4166667      0.2916664     -0.5833342    
  -1.973041      -3.814106      -6.086715      -8.783337      -11.90064    
  -13.33333      -10.20833      -7.500000      -5.208333      -3.333333    
  -1.875000     -0.8333333     -0.2083333      0.0000000E+00 -0.2083333    
 -0.8333333      -1.875000      -3.333333      -5.208333      -7.500000    
  -10.20833      -13.33333      -11.90065      -8.783340      -6.086720    
  -3.814106      -1.973042     -0.5833364      0.2916658      0.4166667    
 -0.2083333      0.4166667      0.2916665     -0.5833330      -1.973040    
  -3.814103      -6.086712      -8.783334      -11.90064      -7.892167    
  -4.878157      -2.333345     -0.2945481       1.166663       1.907048    
   1.666667      0.2916688     -0.8333333      0.2916667       1.666667    
   1.907051       1.166666     -0.2945408      -2.333332      -4.878145    
  -7.892159      -2.057666      0.5890668       2.624992       3.946069    
   4.391664       3.750000       1.907054     -0.5833302      -1.875000    
 -0.5833334       1.907051       3.750000       4.391667       3.946079    
   2.624998      0.5890813      -2.057647       4.666652       6.560891    
   7.628193       7.718494       6.666667       4.391672       1.166675    
  -1.973033      -3.333333      -1.973039       1.166667       4.391666    
   6.666667       7.718496       7.628204       6.560900       4.666664    
   11.42086       12.17342       11.88182       10.41667       7.718498    
   3.946087     -0.2945296      -3.814101      -5.208333      -3.814103    
 -0.2945405       3.946079       7.718497       10.41667       11.88183    
   12.17342       11.42088       17.56665       16.87989       15.00000    
   11.88184       7.628217       2.625019      -2.333321      -6.086705    
  -7.500000      -6.086712      -2.333333       2.625000       7.628206    
   11.88183       15.00000       16.87990       17.56667       22.71201    
   20.41667       16.87991       12.17345       6.560905      0.5891038    
  -4.878127      -8.783323      -10.20833      -8.783334      -4.878145    
  0.5890806       6.560896       12.17342       16.87990       20.41667    
   22.71202       26.66667       22.71203       17.56669       11.42091    
   4.666701      -2.057619      -7.892131      -11.90064      -13.33333    
  -11.90064      -7.892156      -2.057648       4.666667       11.42088    
   17.56667       22.71202       26.66667    


