   2.910561       2.403115       1.961430       1.569741       1.215729    
  0.8894670      0.5827056      0.2883407      0.0000000E+00 -0.2883407    
 -0.5827056     -0.8894670      -1.215729      -1.569741      -1.961430    
  -2.403115      -2.910561       2.746417       2.271413       1.856601    
   1.487656       1.153363      0.8445918      0.5536976      0.2741098    
  0.0000000E+00 -0.2741098     -0.5536976     -0.8445918      -1.153363    
  -1.487656      -1.856601      -2.271413      -2.746417       2.615240    
   2.166034       1.772679       1.422061       1.103721      0.8090498    
  0.5308387      0.2629493      0.0000000E+00 -0.2629493     -0.5308387    
 -0.8090498      -1.103721      -1.422061      -1.772679      -2.166034    
  -2.615240       2.511586       2.082719       1.706473       1.370549    
   1.065025      0.7816638      0.5134903      0.2545875      0.0000000E+00
 -0.2545875     -0.5134903     -0.7816638      -1.065025      -1.370549    
  -1.706473      -2.082719      -2.511586       2.431458       2.018385    
   1.655582       1.331281       1.035981      0.7616859      0.5013189    
  0.2489741      0.0000000E+00 -0.2489741     -0.5013189     -0.7616859    
  -1.035981      -1.331281      -1.655582      -2.018385      -2.431458    
   2.371912       1.970714       1.618100       1.302775       1.015581    
  0.7485343      0.4943649      0.2464240      0.0000000E+00 -0.2464240    
 -0.4943649     -0.7485343      -1.015581      -1.302775      -1.618100    
  -1.970714      -2.371912       2.330822       1.937941       1.592516    
   1.283726       1.002638      0.7415473      0.4928722      0.2481257    
  0.0000000E+00 -0.2481257     -0.4928722     -0.7415473      -1.002638    
  -1.283726      -1.592516      -1.937941      -2.330822       2.306726    
   1.918769       1.577696       1.272938      0.9958965      0.7392720    
  0.4962515      0.2570104      0.0000000E+00 -0.2570104     -0.4962515    
 -0.7392720     -0.9958965      -1.272938      -1.577696      -1.918769    
  -2.306726       2.298831       1.912501       1.572836       1.269477    
  0.9938765      0.7391012      0.4992363      0.2689400      0.0000000E+00
 -0.2689400     -0.4992363     -0.7391012     -0.9938765      -1.269477    
  -1.572836      -1.912501      -2.298831       2.306726       1.918769    
   1.577696       1.272938      0.9958965      0.7392720      0.4962515    
  0.2570104      0.0000000E+00 -0.2570104     -0.4962515     -0.7392720    
 -0.9958965      -1.272938      -1.577696      -1.918769      -2.306726    
   2.330822       1.937941       1.592516       1.283726       1.002638    
